locus_tag	ftype	length_bp	gene	EC_number	COG	product
FAGEIGCL_05736	CDS	1785	lmrA	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
FAGEIGCL_05737	CDS	624	hexR_2		COG1737	HTH-type transcriptional regulator HexR
FAGEIGCL_05738	CDS	489				hypothetical protein
FAGEIGCL_05739	CDS	891	murQ_2	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
FAGEIGCL_05740	CDS	249				hypothetical protein
FAGEIGCL_05741	CDS	480				hypothetical protein
FAGEIGCL_05742	rRNA	111				5S ribosomal RNA
FAGEIGCL_05743	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
FAGEIGCL_05744	CDS	585	mobA_2	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
FAGEIGCL_05745	CDS	270	yihD		COG3084	Protein YihD
FAGEIGCL_05746	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
FAGEIGCL_05747	CDS	627	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
FAGEIGCL_05748	CDS	1431	ydgA_2		COG5339	Protein YdgA
FAGEIGCL_05749	CDS	933	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
FAGEIGCL_05750	CDS	243				hypothetical protein
FAGEIGCL_05751	CDS	2787	polA_3	2.7.7.7	COG0258	DNA polymerase I
FAGEIGCL_05752	CDS	633	engB_1		COG0218	putative GTP-binding protein EngB
FAGEIGCL_05753	CDS	510	yihI		COG3078	Der GTPase-activating protein YihI
FAGEIGCL_05754	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
FAGEIGCL_05755	CDS	111	yshB			putative protein YshB
FAGEIGCL_05756	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
FAGEIGCL_05757	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
FAGEIGCL_05758	CDS	1410	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
FAGEIGCL_05759	CDS	1824	typA_3		COG1217	GTP-binding protein TypA/BipA
FAGEIGCL_05760	CDS	693	ompL			Porin OmpL
FAGEIGCL_05761	CDS	1404	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
FAGEIGCL_05762	CDS	1386	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
FAGEIGCL_05763	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
FAGEIGCL_05764	CDS	876				hypothetical protein
FAGEIGCL_05765	CDS	903	yihR		COG2017	putative protein YihR
FAGEIGCL_05766	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
FAGEIGCL_05767	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
FAGEIGCL_05768	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
FAGEIGCL_05769	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
FAGEIGCL_05770	CDS	786	csqR_2		COG1349	HTH-type transcriptional repressor CsqR
FAGEIGCL_05771	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
FAGEIGCL_05772	CDS	780				hypothetical protein
FAGEIGCL_05773	CDS	438	dtd_2	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
FAGEIGCL_05774	CDS	990				hypothetical protein
FAGEIGCL_05775	CDS	909	nlhH_2	3.1.1.1	COG0657	Carboxylesterase NlhH
FAGEIGCL_05776	CDS	312	higB-2_1		COG2026	Toxin HigB-2
FAGEIGCL_05777	CDS	291				hypothetical protein
FAGEIGCL_05778	CDS	213				hypothetical protein
FAGEIGCL_05779	CDS	279				hypothetical protein
FAGEIGCL_05780	CDS	219				hypothetical protein
FAGEIGCL_05781	CDS	930	fdhE		COG3058	Protein FdhE
FAGEIGCL_05782	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
FAGEIGCL_05783	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
FAGEIGCL_05784	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
FAGEIGCL_05785	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
FAGEIGCL_05786	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
FAGEIGCL_05787	CDS	195				hypothetical protein
FAGEIGCL_05788	CDS	411				hypothetical protein
FAGEIGCL_05789	CDS	1395				hypothetical protein
FAGEIGCL_05790	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
FAGEIGCL_05791	CDS	825	rhaD_2	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
FAGEIGCL_05792	CDS	1260	rhaA_2	5.3.1.14	COG4806	L-rhamnose isomerase
FAGEIGCL_05793	CDS	1470	rhaB_3	2.7.1.5		Rhamnulokinase
FAGEIGCL_05794	CDS	837	rhaS_10			HTH-type transcriptional activator RhaS
FAGEIGCL_05795	CDS	939	rhaR_6			HTH-type transcriptional activator RhaR
FAGEIGCL_05796	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
FAGEIGCL_05797	CDS	621	sodA_3	1.15.1.1	COG0605	Superoxide dismutase [Mn]
FAGEIGCL_05798	CDS	984	kdgT_2			2-keto-3-deoxygluconate permease
FAGEIGCL_05799	CDS	675	yiiM		COG2258	Protein YiiM
FAGEIGCL_05800	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
FAGEIGCL_05801	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
FAGEIGCL_05802	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
FAGEIGCL_05803	CDS	981	xerC_9			Tyrosine recombinase XerC
FAGEIGCL_05804	CDS	294				hypothetical protein
FAGEIGCL_05805	CDS	273				hypothetical protein
FAGEIGCL_05806	CDS	501				hypothetical protein
FAGEIGCL_05807	CDS	225				hypothetical protein
FAGEIGCL_05808	CDS	303				hypothetical protein
FAGEIGCL_05809	CDS	225				hypothetical protein
FAGEIGCL_05810	CDS	276				hypothetical protein
FAGEIGCL_05811	CDS	2298				hypothetical protein
FAGEIGCL_05812	CDS	546				hypothetical protein
FAGEIGCL_05813	CDS	810	cdtB	3.1.-.-		Cytolethal distending toxin subunit B
FAGEIGCL_05814	CDS	777	cdtA			Cytolethal distending toxin subunit A
FAGEIGCL_05815	CDS	1035				hypothetical protein
FAGEIGCL_05816	CDS	1773				hypothetical protein
FAGEIGCL_05817	CDS	855				hypothetical protein
FAGEIGCL_05818	CDS	1074				hypothetical protein
FAGEIGCL_05819	CDS	744				hypothetical protein
FAGEIGCL_05820	CDS	510				hypothetical protein
FAGEIGCL_05821	CDS	204				hypothetical protein
FAGEIGCL_05822	CDS	282				hypothetical protein
FAGEIGCL_05823	CDS	498				hypothetical protein
FAGEIGCL_05824	CDS	426				hypothetical protein
FAGEIGCL_05825	CDS	426				hypothetical protein
FAGEIGCL_05826	CDS	159				hypothetical protein
FAGEIGCL_05827	CDS	468				hypothetical protein
FAGEIGCL_05828	CDS	453				hypothetical protein
FAGEIGCL_05829	CDS	636				hypothetical protein
FAGEIGCL_05830	CDS	348				hypothetical protein
FAGEIGCL_05831	CDS	909				hypothetical protein
FAGEIGCL_05832	CDS	531				hypothetical protein
FAGEIGCL_05833	CDS	2010				hypothetical protein
FAGEIGCL_05834	CDS	528				hypothetical protein
FAGEIGCL_05835	CDS	279				hypothetical protein
FAGEIGCL_05836	CDS	180				hypothetical protein
FAGEIGCL_05837	CDS	624				hypothetical protein
FAGEIGCL_05838	CDS	1191	gpFI			Putative prophage major tail sheath protein
FAGEIGCL_05839	CDS	519				hypothetical protein
FAGEIGCL_05840	CDS	276				hypothetical protein
FAGEIGCL_05841	CDS	2448				hypothetical protein
FAGEIGCL_05842	CDS	480				hypothetical protein
FAGEIGCL_05843	CDS	1164				hypothetical protein
FAGEIGCL_05844	CDS	903	fieF_2		COG0053	Ferrous-iron efflux pump FieF
FAGEIGCL_05845	CDS	105				hypothetical protein
FAGEIGCL_05846	CDS	963	pfkA_2	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
FAGEIGCL_05847	CDS	990	sbp		COG1613	Sulfate-binding protein
FAGEIGCL_05848	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
FAGEIGCL_05849	CDS	768	tpiA_2	5.3.1.1	COG0149	Triosephosphate isomerase
FAGEIGCL_05850	CDS	600				hypothetical protein
FAGEIGCL_05851	CDS	441				hypothetical protein
FAGEIGCL_05852	CDS	300				hypothetical protein
FAGEIGCL_05853	CDS	429	uspD		COG0589	Universal stress protein D
FAGEIGCL_05854	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
FAGEIGCL_05855	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
FAGEIGCL_05856	CDS	675	moaA_2	4.1.99.22	COG2896	GTP 3',8-cyclase
FAGEIGCL_05857	CDS	648				hypothetical protein
FAGEIGCL_05858	CDS	954				hypothetical protein
FAGEIGCL_05859	CDS	399				hypothetical protein
FAGEIGCL_05860	CDS	204				hypothetical protein
FAGEIGCL_05861	CDS	399				hypothetical protein
FAGEIGCL_05862	CDS	1242				hypothetical protein
FAGEIGCL_05863	CDS	315				hypothetical protein
FAGEIGCL_05864	CDS	267				hypothetical protein
FAGEIGCL_05865	CDS	1167	deoB_2	5.4.2.7		Phosphopentomutase
FAGEIGCL_05866	CDS	819	punA_1	2.4.2.1		Purine nucleoside phosphorylase 1
FAGEIGCL_05867	CDS	708	deoD_2	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
FAGEIGCL_05868	CDS	321				hypothetical protein
FAGEIGCL_05869	CDS	201				hypothetical protein
FAGEIGCL_05870	CDS	288	dcuR_2		COG4565	Transcriptional regulatory protein DcuR
FAGEIGCL_05871	CDS	834	yoaA_2	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
FAGEIGCL_05872	CDS	519				hypothetical protein
FAGEIGCL_05873	CDS	645	rutC_1	1.-.-.-		Putative aminoacrylate peracid reductase RutC
FAGEIGCL_05874	CDS	549	hslV_2	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
FAGEIGCL_05875	CDS	504	xerC_10		COG4974	Tyrosine recombinase XerC
FAGEIGCL_05876	CDS	504	tadA_3	3.5.4.33		tRNA-specific adenosine deaminase
FAGEIGCL_05877	CDS	213				hypothetical protein
FAGEIGCL_05878	CDS	396	rpiR_2		COG1737	HTH-type transcriptional regulator RpiR
FAGEIGCL_05879	CDS	162	bin3_3			Putative transposon Tn552 DNA-invertase bin3
FAGEIGCL_05880	CDS	747	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
FAGEIGCL_05881	CDS	1386				hypothetical protein
FAGEIGCL_05882	CDS	1032	epsI	2.-.-.-	COG5039	Putative pyruvyl transferase EpsI
FAGEIGCL_05883	CDS	648				hypothetical protein
FAGEIGCL_05884	CDS	984	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
FAGEIGCL_05885	CDS	1098				hypothetical protein
FAGEIGCL_05886	CDS	1080	bshA_2	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
FAGEIGCL_05887	CDS	777	wfgD	2.4.1.305		UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD
FAGEIGCL_05888	CDS	1215	arnB_1	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
FAGEIGCL_05889	CDS	768				IS110 family transposase ISSpn10
FAGEIGCL_05890	CDS	396				hypothetical protein
FAGEIGCL_05891	CDS	681				hypothetical protein
FAGEIGCL_05892	CDS	1809	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
FAGEIGCL_05893	CDS	732	cpsD	2.7.10.2		Tyrosine-protein kinase CpsD
FAGEIGCL_05894	CDS	687	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
FAGEIGCL_05895	CDS	732	cpsB	3.1.3.48	COG4464	Tyrosine-protein phosphatase CpsB
FAGEIGCL_05896	CDS	1476	tagU_4	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
FAGEIGCL_05897	CDS	909	hdfR_3			HTH-type transcriptional regulator HdfR
FAGEIGCL_05898	CDS	777				hypothetical protein
FAGEIGCL_05899	CDS	708	deoD_3	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
FAGEIGCL_05900	CDS	1290	clcB_2			Voltage-gated ClC-type chloride channel ClcB
FAGEIGCL_05901	CDS	705				hypothetical protein
FAGEIGCL_05902	CDS	813	punA_2	2.4.2.1		Purine nucleoside phosphorylase 1
FAGEIGCL_05903	CDS	1212	deoB_3	5.4.2.7	COG1015	Phosphopentomutase
FAGEIGCL_05904	CDS	675	rpiA_3	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
FAGEIGCL_05905	CDS	453				hypothetical protein
FAGEIGCL_05906	CDS	216		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
FAGEIGCL_05907	CDS	1134	recQ_2	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
FAGEIGCL_05908	CDS	459				hypothetical protein
FAGEIGCL_05909	CDS	642				hypothetical protein
FAGEIGCL_05910	CDS	213				hypothetical protein
FAGEIGCL_05911	CDS	879	gmuE_2	2.7.1.4	COG1940	Putative fructokinase
FAGEIGCL_05912	CDS	249				hypothetical protein
FAGEIGCL_05913	CDS	2295				hypothetical protein
FAGEIGCL_05914	CDS	1224	atzC	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
FAGEIGCL_05915	CDS	543				hypothetical protein
FAGEIGCL_05916	CDS	285	rlmN_2	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
FAGEIGCL_05917	CDS	1431	gatB_5	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
FAGEIGCL_05918	CDS	1470	gatA_5	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
FAGEIGCL_05919	CDS	306	gatC_7	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C
FAGEIGCL_05920	CDS	891	dppE_5		COG4166	Dipeptide-binding protein DppE
FAGEIGCL_05921	CDS	1155				hypothetical protein
FAGEIGCL_05922	CDS	444	plsC_2	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
FAGEIGCL_05923	CDS	960			COG2826	IS30 family transposase IS1062
FAGEIGCL_05924	CDS	375	tmrB			Tunicamycin resistance protein
FAGEIGCL_05925	CDS	1599	mntH_2			Divalent metal cation transporter MntH
FAGEIGCL_05926	CDS	1221				PTS system EIIBC component
FAGEIGCL_05927	CDS	639				hypothetical protein
FAGEIGCL_05928	CDS	180				hypothetical protein
FAGEIGCL_05929	CDS	336				hypothetical protein
FAGEIGCL_05930	CDS	666				hypothetical protein
FAGEIGCL_05931	CDS	393				hypothetical protein
FAGEIGCL_05932	CDS	861		3.2.1.-	COG1388	Autolysin
FAGEIGCL_05933	CDS	711			COG1307	DegV domain-containing protein
FAGEIGCL_05934	CDS	720	sapB_3		COG1285	Protein SapB
FAGEIGCL_05935	CDS	1092	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
FAGEIGCL_05936	CDS	1704			COG1132	putative ABC transporter ATP-binding protein
FAGEIGCL_05937	CDS	696				hypothetical protein
FAGEIGCL_05938	CDS	2553		7.2.2.10		Calcium-transporting ATPase 1
FAGEIGCL_05939	CDS	468	sstT_4		COG3633	Serine/threonine transporter SstT
FAGEIGCL_05940	CDS	939	lepA_2	3.6.5.-	COG0481	Elongation factor 4
FAGEIGCL_05941	CDS	792	agaC_3		COG3715	N-acetylgalactosamine permease IIC component 1
FAGEIGCL_05942	CDS	720	clpP_3	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
FAGEIGCL_05943	CDS	276				hypothetical protein
FAGEIGCL_05944	CDS	789	accA_3	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FAGEIGCL_05945	CDS	528	gph_9	3.1.3.18		Phosphoglycolate phosphatase
FAGEIGCL_05946	CDS	1110	yqeH_2		COG1161	putative protein YqeH
FAGEIGCL_05947	CDS	312	yhbY_2		COG1534	RNA-binding protein YhbY
FAGEIGCL_05948	CDS	660	nadD_3	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
FAGEIGCL_05949	CDS	591				hypothetical protein
FAGEIGCL_05950	CDS	150	rsfS_3		COG0799	Ribosomal silencing factor RsfS
FAGEIGCL_05951	CDS	741		2.1.1.156		Glycine/sarcosine N-methyltransferase
FAGEIGCL_05952	CDS	369				hypothetical protein
FAGEIGCL_05953	CDS	675	graR_3		COG0745	Response regulator protein GraR
FAGEIGCL_05954	CDS	1026	graS_3	2.7.13.3	COG0642	Sensor histidine kinase GraS
FAGEIGCL_05955	CDS	1146	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
FAGEIGCL_05956	CDS	1371	radA_2	3.6.4.-	COG1066	DNA repair protein RadA
FAGEIGCL_05957	CDS	480	dut_3	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
FAGEIGCL_05958	CDS	816	proB_3	2.7.2.11	COG0263	Glutamate 5-kinase 1
FAGEIGCL_05959	CDS	1248	proA_3	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
FAGEIGCL_05960	CDS	573				hypothetical protein
FAGEIGCL_05961	CDS	435	fabZ_4	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
FAGEIGCL_05962	CDS	984	fabF_6	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FAGEIGCL_05963	CDS	396				hypothetical protein
FAGEIGCL_05964	CDS	648	ydcV_3			Inner membrane ABC transporter permease protein YdcV
FAGEIGCL_05965	CDS	807	potB_2		COG1176	Spermidine/putrescine transport system permease protein PotB
FAGEIGCL_05966	CDS	1086	potA_3	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
FAGEIGCL_05967	CDS	540	lpdG	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
FAGEIGCL_05968	CDS	210				hypothetical protein
FAGEIGCL_05969	CDS	366				hypothetical protein
FAGEIGCL_05970	CDS	186				hypothetical protein
FAGEIGCL_05971	CDS	438	mdtG_1			Multidrug resistance protein MdtG
FAGEIGCL_05972	CDS	207	lplJ_1	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
FAGEIGCL_05973	CDS	366	trmD_1	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
FAGEIGCL_05974	CDS	348	rplS_2		COG0335	50S ribosomal protein L19
FAGEIGCL_05975	CDS	288				hypothetical protein
FAGEIGCL_05976	CDS	684	lrgB		COG1346	Antiholin-like protein LrgB
FAGEIGCL_05977	CDS	546	rutB_3	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
FAGEIGCL_05978	CDS	1014	aes_2	3.1.1.-		Acetyl esterase
FAGEIGCL_05979	CDS	261				hypothetical protein
FAGEIGCL_05980	CDS	180				hypothetical protein
FAGEIGCL_05981	CDS	564	mdtG_2			Multidrug resistance protein MdtG
FAGEIGCL_05982	CDS	312				hypothetical protein
FAGEIGCL_05983	CDS	156				hypothetical protein
FAGEIGCL_05984	CDS	1014	add_3	3.5.4.4	COG1816	Adenosine deaminase
FAGEIGCL_05985	CDS	1008	degA_2		COG1609	HTH-type transcriptional regulator DegA
FAGEIGCL_05986	CDS	1302	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
FAGEIGCL_05987	CDS	285	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
FAGEIGCL_05988	CDS	429		3.-.-.-		putative metallo-hydrolase
FAGEIGCL_05989	CDS	711	gpmA_4	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
FAGEIGCL_05990	CDS	219				hypothetical protein
FAGEIGCL_05991	CDS	387				hypothetical protein
FAGEIGCL_05992	CDS	387				hypothetical protein
FAGEIGCL_05993	CDS	999	kimA_2		COG0531	Potassium transporter KimA
FAGEIGCL_05994	CDS	465				hypothetical protein
FAGEIGCL_05995	CDS	663	opuCD		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
FAGEIGCL_05996	CDS	390				hypothetical protein
FAGEIGCL_05997	CDS	4860				hypothetical protein
FAGEIGCL_05998	CDS	651	tmung	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
FAGEIGCL_05999	CDS	684	rqcH_2		COG1293	Rqc2 RqcH
FAGEIGCL_06000	CDS	291		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
FAGEIGCL_06001	CDS	123				hypothetical protein
FAGEIGCL_06002	CDS	192				hypothetical protein
FAGEIGCL_06003	CDS	141				hypothetical protein
FAGEIGCL_06004	CDS	381				hypothetical protein
FAGEIGCL_06005	CDS	1374	mnmE_2	3.6.-.-	COG0486	tRNA modification GTPase MnmE
FAGEIGCL_06006	CDS	585				hypothetical protein
FAGEIGCL_06007	CDS	1407	pepV_1	3.4.13.-		Beta-Ala-Xaa dipeptidase
FAGEIGCL_06008	CDS	603		1.-.-.-		Putative NAD(P)H nitroreductase
FAGEIGCL_06009	CDS	1731				hypothetical protein
FAGEIGCL_06010	CDS	117				hypothetical protein
FAGEIGCL_06011	CDS	1830	uvrC_1		COG0322	UvrABC system protein C
FAGEIGCL_06012	CDS	1377	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
FAGEIGCL_06013	CDS	1026				hypothetical protein
FAGEIGCL_06014	CDS	867	cysL_2		COG0583	HTH-type transcriptional regulator CysL
FAGEIGCL_06015	CDS	672				hypothetical protein
FAGEIGCL_06016	CDS	687	yfnB	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
FAGEIGCL_06017	CDS	330				hypothetical protein
FAGEIGCL_06018	CDS	684	bceA		COG1136	Bacitracin export ATP-binding protein BceA
FAGEIGCL_06019	CDS	1053			COG0577	putative ABC transporter permease
FAGEIGCL_06020	CDS	507				hypothetical protein
FAGEIGCL_06021	CDS	282				hypothetical protein
FAGEIGCL_06022	CDS	579				hypothetical protein
FAGEIGCL_06023	CDS	426				hypothetical protein
FAGEIGCL_06024	CDS	324				hypothetical protein
FAGEIGCL_06025	CDS	846	yvgN_3	1.1.1.-	COG0656	Glyoxal reductase
FAGEIGCL_06026	CDS	393	adhR		COG0789	HTH-type transcriptional regulator AdhR
FAGEIGCL_06027	CDS	588				hypothetical protein
FAGEIGCL_06028	CDS	351				hypothetical protein
FAGEIGCL_06029	CDS	861				hypothetical protein
FAGEIGCL_06030	CDS	597				hypothetical protein
FAGEIGCL_06031	CDS	210				hypothetical protein
FAGEIGCL_06032	CDS	465				hypothetical protein
FAGEIGCL_06033	CDS	441			COG3279	putative HTH-type transcriptional regulator
FAGEIGCL_06034	CDS	360				hypothetical protein
FAGEIGCL_06035	CDS	1188				hypothetical protein
FAGEIGCL_06036	CDS	2790		7.2.2.10		Calcium-transporting ATPase 1
FAGEIGCL_06037	CDS	174				hypothetical protein
FAGEIGCL_06038	CDS	480				hypothetical protein
FAGEIGCL_06039	CDS	1068				hypothetical protein
FAGEIGCL_06040	CDS	468				hypothetical protein
FAGEIGCL_06041	CDS	675	yedJ_1		COG1418	putative protein YedJ
FAGEIGCL_06042	CDS	300		2.8.1.-	COG0607	Sulfurtransferase
FAGEIGCL_06043	CDS	1656	cdr	1.8.1.14		Coenzyme A disulfide reductase
FAGEIGCL_06044	CDS	384	glpE_3	2.8.1.1		Thiosulfate sulfurtransferase GlpE
FAGEIGCL_06045	CDS	261				hypothetical protein
FAGEIGCL_06046	CDS	783		3.2.1.-		Protein-ADP-ribose hydrolase
FAGEIGCL_06047	CDS	624				hypothetical protein
FAGEIGCL_06048	CDS	318				hypothetical protein
FAGEIGCL_06049	CDS	135			COG1073	putative protein
FAGEIGCL_06050	CDS	1164	ydhP_3		COG2814	Inner membrane transport protein YdhP
FAGEIGCL_06051	CDS	1365	yeeO_5		COG0534	putative FMN/FAD exporter YeeO
FAGEIGCL_06052	CDS	501				hypothetical protein
FAGEIGCL_06053	CDS	351				hypothetical protein
FAGEIGCL_06054	CDS	477				hypothetical protein
FAGEIGCL_06055	CDS	1182	patB_2	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
FAGEIGCL_06056	CDS	861				hypothetical protein
FAGEIGCL_06057	CDS	870	hdfR_4			HTH-type transcriptional regulator HdfR
FAGEIGCL_06058	CDS	309				hypothetical protein
FAGEIGCL_06059	CDS	543				hypothetical protein
FAGEIGCL_06060	CDS	990	lplJ_2	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
FAGEIGCL_06061	CDS	123				hypothetical protein
FAGEIGCL_06062	CDS	144				hypothetical protein
FAGEIGCL_06063	CDS	699	aiiB	3.1.1.81		N-acyl homoserine lactonase AiiB
FAGEIGCL_06064	CDS	171	yclN_2		COG4606	Petrobactin import system permease protein YclN
FAGEIGCL_06065	CDS	1746	sthA_2	1.6.1.1		Soluble pyridine nucleotide transhydrogenase
FAGEIGCL_06066	CDS	1395	pdhC_3	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
FAGEIGCL_06067	CDS	1005	bfmBAB_1	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
FAGEIGCL_06068	CDS	969	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
FAGEIGCL_06069	CDS	1500	ptsG_3	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
FAGEIGCL_06070	CDS	708	nanE_2	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
FAGEIGCL_06071	CDS	831	murR_2			HTH-type transcriptional regulator MurR
FAGEIGCL_06072	CDS	801	fpuD	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
FAGEIGCL_06073	CDS	192				hypothetical protein
FAGEIGCL_06074	CDS	321				hypothetical protein
FAGEIGCL_06075	CDS	516				hypothetical protein
FAGEIGCL_06076	CDS	387				hypothetical protein
FAGEIGCL_06077	CDS	426	bin3_4			Putative transposon Tn552 DNA-invertase bin3
FAGEIGCL_06078	CDS	666				hypothetical protein
FAGEIGCL_06079	CDS	123				hypothetical protein
FAGEIGCL_06080	CDS	417				hypothetical protein
FAGEIGCL_06081	CDS	1419	gltD_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
FAGEIGCL_06082	CDS	861			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
FAGEIGCL_06083	CDS	522	ypbG		COG1408	putative protein YpbG
FAGEIGCL_06084	CDS	357				hypothetical protein
FAGEIGCL_06085	CDS	1017				Zinc-type alcohol dehydrogenase-like protein
FAGEIGCL_06086	CDS	2508				hypothetical protein
FAGEIGCL_06087	CDS	1398	mnmE_3	3.6.-.-	COG0486	tRNA modification GTPase MnmE
FAGEIGCL_06088	CDS	261				hypothetical protein
FAGEIGCL_06089	CDS	879				hypothetical protein
FAGEIGCL_06090	CDS	861				hypothetical protein
FAGEIGCL_06091	CDS	1272				hypothetical protein
FAGEIGCL_06092	CDS	618				hypothetical protein
FAGEIGCL_06093	CDS	480				hypothetical protein
