locus_tag	ftype	length_bp	gene	EC_number	COG	product
HANCKOBL_02809	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
HANCKOBL_02810	CDS	1815				hypothetical protein
HANCKOBL_02811	CDS	1557	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
HANCKOBL_02812	CDS	567	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
HANCKOBL_02813	CDS	714	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
HANCKOBL_02814	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
HANCKOBL_02815	CDS	1467	mtlK_2	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
HANCKOBL_02816	CDS	573	yeiP		COG0231	Elongation factor P-like protein
HANCKOBL_02817	CDS	255				hypothetical protein
HANCKOBL_02818	CDS	1182	setB			Sugar efflux transporter B
HANCKOBL_02819	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
HANCKOBL_02820	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
HANCKOBL_02821	CDS	1692	fruA_3		COG1299	PTS system fructose-specific EIIB'BC component
HANCKOBL_02822	CDS	942	psuK_1	2.7.1.83	COG0524	Pseudouridine kinase
HANCKOBL_02823	CDS	939	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
HANCKOBL_02824	CDS	1251	psuT		COG1972	Putative pseudouridine transporter
HANCKOBL_02825	CDS	699	yeiL		COG0664	Regulatory protein YeiL
HANCKOBL_02826	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
HANCKOBL_02827	CDS	1089	psuK_2	2.7.1.83	COG0524	Pseudouridine kinase
HANCKOBL_02828	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
HANCKOBL_02829	CDS	1050				hypothetical protein
HANCKOBL_02830	CDS	882	cysL		COG0583	HTH-type transcriptional regulator CysL
HANCKOBL_02831	CDS	1470	lysP		COG0833	Lysine-specific permease
HANCKOBL_02832	CDS	1992	cirA		COG4771	Colicin I receptor
HANCKOBL_02833	CDS	837	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
HANCKOBL_02834	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
HANCKOBL_02835	CDS	1158				hypothetical protein
HANCKOBL_02836	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
HANCKOBL_02837	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
HANCKOBL_02838	CDS	1521	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
HANCKOBL_02839	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
HANCKOBL_02840	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
HANCKOBL_02841	CDS	1239	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
HANCKOBL_02842	CDS	240				hypothetical protein
HANCKOBL_02843	CDS	720				hypothetical protein
HANCKOBL_02844	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
HANCKOBL_02845	CDS	696	yohK_2		COG1346	Inner membrane protein YohK
HANCKOBL_02846	CDS	399				hypothetical protein
HANCKOBL_02847	CDS	948	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
HANCKOBL_02848	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
HANCKOBL_02849	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
HANCKOBL_02850	CDS	579	yohD		COG0586	Inner membrane protein YohD
HANCKOBL_02851	CDS	588	yohC			Inner membrane protein YohC
HANCKOBL_02852	CDS	933	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
HANCKOBL_02853	CDS	1716	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
HANCKOBL_02854	CDS	2268		3.2.1.-		Beta-xylosidase
HANCKOBL_02855	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
HANCKOBL_02856	CDS	1131	yehY		COG1174	Glycine betaine uptake system permease protein YehY
HANCKOBL_02857	CDS	927	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
HANCKOBL_02858	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
HANCKOBL_02859	CDS	108				hypothetical protein
HANCKOBL_02860	CDS	648	mlrA		COG0789	HTH-type transcriptional regulator MlrA
HANCKOBL_02861	CDS	1287	intQ		COG0582	Putative defective protein IntQ
HANCKOBL_02862	CDS	255				hypothetical protein
HANCKOBL_02863	CDS	135				hypothetical protein
HANCKOBL_02864	CDS	243				hypothetical protein
HANCKOBL_02865	CDS	762				hypothetical protein
HANCKOBL_02866	CDS	264				hypothetical protein
HANCKOBL_02867	CDS	537				hypothetical protein
HANCKOBL_02868	CDS	240				hypothetical protein
HANCKOBL_02869	CDS	204				hypothetical protein
HANCKOBL_02870	CDS	363				hypothetical protein
HANCKOBL_02871	CDS	537				hypothetical protein
HANCKOBL_02872	CDS	825				hypothetical protein
HANCKOBL_02873	CDS	363				hypothetical protein
HANCKOBL_02874	CDS	648			COG2932	putative HTH-type transcriptional regulator
HANCKOBL_02875	CDS	261				hypothetical protein
HANCKOBL_02876	CDS	552				hypothetical protein
HANCKOBL_02877	CDS	1149				hypothetical protein
HANCKOBL_02878	CDS	882				hypothetical protein
HANCKOBL_02879	CDS	225				hypothetical protein
HANCKOBL_02880	CDS	819				hypothetical protein
HANCKOBL_02881	CDS	489				hypothetical protein
HANCKOBL_02882	CDS	654				hypothetical protein
HANCKOBL_02883	CDS	327	lexA_3	3.4.21.88	COG1974	LexA repressor
HANCKOBL_02884	CDS	396	rusA_3	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
HANCKOBL_02885	CDS	816				hypothetical protein
HANCKOBL_02886	CDS	990				hypothetical protein
HANCKOBL_02887	CDS	372				hypothetical protein
HANCKOBL_02888	CDS	618				hypothetical protein
HANCKOBL_02889	CDS	198				hypothetical protein
HANCKOBL_02890	CDS	588	gadW_2			HTH-type transcriptional regulator GadW
HANCKOBL_02891	tRNA	76				tRNA-Met(cat)
HANCKOBL_02892	tRNA	77				tRNA-Arg(tcg)
HANCKOBL_02893	tRNA	77				tRNA-Arg(tct)
HANCKOBL_02894	CDS	1962				hypothetical protein
HANCKOBL_02895	CDS	183				hypothetical protein
HANCKOBL_02896	CDS	270				hypothetical protein
HANCKOBL_02897	CDS	216				hypothetical protein
HANCKOBL_02898	CDS	351				hypothetical protein
HANCKOBL_02899	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
HANCKOBL_02900	CDS	438				hypothetical protein
HANCKOBL_02901	CDS	522				hypothetical protein
HANCKOBL_02902	CDS	141				hypothetical protein
HANCKOBL_02903	CDS	510				hypothetical protein
HANCKOBL_02904	CDS	285				hypothetical protein
HANCKOBL_02905	CDS	411				hypothetical protein
HANCKOBL_02906	CDS	177				hypothetical protein
HANCKOBL_02907	CDS	372				hypothetical protein
HANCKOBL_02908	CDS	762				hypothetical protein
HANCKOBL_02909	CDS	306				hypothetical protein
HANCKOBL_02910	CDS	288				hypothetical protein
HANCKOBL_02911	CDS	378				hypothetical protein
HANCKOBL_02912	CDS	324				hypothetical protein
HANCKOBL_02913	CDS	531				hypothetical protein
HANCKOBL_02914	CDS	186				hypothetical protein
HANCKOBL_02915	CDS	639				hypothetical protein
HANCKOBL_02916	CDS	1266	intS_3		COG0582	Prophage integrase IntS
HANCKOBL_02917	CDS	1500	ansP2		COG1113	L-asparagine permease 2
HANCKOBL_02918	CDS	1062	yncE_1		COG3391	putative protein YncE
HANCKOBL_02919	CDS	2103	cntO_2			Metal-pseudopaline receptor CntO
HANCKOBL_02920	CDS	237				hypothetical protein
HANCKOBL_02921	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
HANCKOBL_02922	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
HANCKOBL_02923	CDS	234	ydcY			putative protein YdcY
HANCKOBL_02924	CDS	174	ortT			Orphan toxin OrtT
HANCKOBL_02925	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
HANCKOBL_02926	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
HANCKOBL_02927	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
HANCKOBL_02928	CDS	1014	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
HANCKOBL_02929	CDS	1146	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
HANCKOBL_02930	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
HANCKOBL_02931	CDS	171				hypothetical protein
HANCKOBL_02932	CDS	2004	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
HANCKOBL_02933	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
HANCKOBL_02934	CDS	1173	ydcO		COG3135	Inner membrane protein YdcO
HANCKOBL_02935	CDS	669				hypothetical protein
HANCKOBL_02936	CDS	594	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
HANCKOBL_02937	CDS	993	tehA		COG1275	Tellurite resistance protein TehA
HANCKOBL_02938	CDS	981				hypothetical protein
HANCKOBL_02939	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
HANCKOBL_02940	CDS	225				hypothetical protein
HANCKOBL_02941	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
HANCKOBL_02942	CDS	1344			COG5383	putative protein
HANCKOBL_02943	CDS	924	catM			HTH-type transcriptional regulator CatM
HANCKOBL_02944	CDS	294	trg		COG0840	Methyl-accepting chemotaxis protein III
HANCKOBL_02945	CDS	168				hypothetical protein
HANCKOBL_02946	CDS	174				hypothetical protein
HANCKOBL_02947	CDS	531	cybB		COG3038	Cytochrome b561
HANCKOBL_02948	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
HANCKOBL_02949	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
HANCKOBL_02950	CDS	801	ydcF		COG1434	Protein YdcF
HANCKOBL_02951	CDS	3903				hypothetical protein
HANCKOBL_02952	CDS	606	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
HANCKOBL_02953	CDS	867	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
HANCKOBL_02954	CDS	7125				hypothetical protein
HANCKOBL_02955	CDS	171	caiE			Carnitine operon protein CaiE
HANCKOBL_02956	CDS	234	feaR		COG2207	Transcriptional activator FeaR
HANCKOBL_02957	CDS	327				hypothetical protein
HANCKOBL_02958	CDS	186				hypothetical protein
HANCKOBL_02959	CDS	2640				hypothetical protein
HANCKOBL_02960	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
HANCKOBL_02961	CDS	423	hslJ		COG3187	Heat shock protein HslJ
HANCKOBL_02962	CDS	267				hypothetical protein
HANCKOBL_02963	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
HANCKOBL_02964	CDS	1134	ompN_2		COG3203	Outer membrane porin N
HANCKOBL_02965	CDS	435	uspF		COG0589	Universal stress protein F
HANCKOBL_02966	CDS	270				hypothetical protein
HANCKOBL_02967	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
HANCKOBL_02968	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
HANCKOBL_02969	CDS	174	ynaL			Protein YnaL
HANCKOBL_02970	CDS	984	zntB		COG0598	Zinc transport protein ZntB
HANCKOBL_02971	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
HANCKOBL_02972	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
HANCKOBL_02973	CDS	1512	emrB_1			Colistin resistance protein EmrB
HANCKOBL_02974	CDS	1029	emrA_1			Colistin resistance protein EmrA
HANCKOBL_02975	CDS	816	nimR_2			HTH-type transcriptional regulator NimR
HANCKOBL_02976	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
HANCKOBL_02977	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
HANCKOBL_02978	CDS	951	uspE		COG0589	Universal stress protein E
HANCKOBL_02979	CDS	258				hypothetical protein
HANCKOBL_02980	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
HANCKOBL_02981	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
HANCKOBL_02982	CDS	537	ycjY_2		COG1073	putative protein YcjY
HANCKOBL_02983	CDS	123				hypothetical protein
HANCKOBL_02984	CDS	729	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
HANCKOBL_02985	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
HANCKOBL_02986	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
HANCKOBL_02987	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
HANCKOBL_02988	CDS	1062				hypothetical protein
HANCKOBL_02989	CDS	1398	ycjX		COG3106	putative protein YcjX
HANCKOBL_02990	CDS	999	ccpA		COG1609	Catabolite control protein A
HANCKOBL_02991	CDS	906	ompG			Outer membrane porin G
HANCKOBL_02992	CDS	1083	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
HANCKOBL_02993	CDS	660	ycjU	5.4.2.6	COG0637	Beta-phosphoglucomutase
HANCKOBL_02994	CDS	2268	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
HANCKOBL_02995	CDS	1056	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
HANCKOBL_02996	CDS	789				hypothetical protein
HANCKOBL_02997	CDS	1053	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
HANCKOBL_02998	CDS	843	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
HANCKOBL_02999	CDS	882	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
HANCKOBL_03000	CDS	1293				hypothetical protein
HANCKOBL_03001	CDS	1680	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
HANCKOBL_03002	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
HANCKOBL_03003	CDS	222	pspD			Phage shock protein D
HANCKOBL_03004	CDS	360	pspC		COG1983	Phage shock protein C
HANCKOBL_03005	CDS	225	pspB_1			Phage shock protein B
HANCKOBL_03006	CDS	669	pspA		COG1842	Phage shock protein A
HANCKOBL_03007	CDS	978	pspF		COG1221	Psp operon transcriptional activator
HANCKOBL_03008	CDS	246				hypothetical protein
HANCKOBL_03009	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
HANCKOBL_03010	CDS	966	sapB_2		COG4168	Putrescine export system permease protein SapB
HANCKOBL_03011	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
HANCKOBL_03012	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
HANCKOBL_03013	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
HANCKOBL_03014	CDS	1164	bcr_2			Bicyclomycin resistance protein
HANCKOBL_03015	CDS	1374	ttgC		COG1538	putative efflux pump outer membrane protein TtgC
HANCKOBL_03016	CDS	3108	mexB		COG0841	Multidrug resistance protein MexB
HANCKOBL_03017	CDS	1122	mexA			Multidrug resistance protein MexA
HANCKOBL_03018	CDS	567	betI_2			HTH-type transcriptional regulator BetI
HANCKOBL_03019	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
HANCKOBL_03020	CDS	1128				hypothetical protein
HANCKOBL_03021	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
HANCKOBL_03022	CDS	1986	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
HANCKOBL_03023	CDS	174				hypothetical protein
HANCKOBL_03024	CDS	750	srlR_3		COG1349	Glucitol operon repressor
HANCKOBL_03025	CDS	219	osmB			Osmotically-inducible lipoprotein B
HANCKOBL_03026	CDS	327	yciH		COG0023	putative protein YciH
HANCKOBL_03027	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
HANCKOBL_03028	CDS	1170	lapB_1		COG2956	Lipopolysaccharide assembly protein B
HANCKOBL_03029	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
HANCKOBL_03030	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
HANCKOBL_03031	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
HANCKOBL_03032	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
HANCKOBL_03033	CDS	168				hypothetical protein
HANCKOBL_03034	CDS	129	ymiA			Protein YmiA
HANCKOBL_03035	CDS	975	cysB			HTH-type transcriptional regulator CysB
HANCKOBL_03036	CDS	2598	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
HANCKOBL_03037	CDS	252	yciN			Protein YciN
HANCKOBL_03038	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
HANCKOBL_03039	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
HANCKOBL_03040	CDS	591	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
HANCKOBL_03041	CDS	309				hypothetical protein
HANCKOBL_03042	CDS	1023				hypothetical protein
HANCKOBL_03043	CDS	876	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
HANCKOBL_03044	CDS	1899				hypothetical protein
HANCKOBL_03045	CDS	621	yciO		COG0009	putative protein YciO
HANCKOBL_03046	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
HANCKOBL_03047	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
HANCKOBL_03048	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
HANCKOBL_03049	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
HANCKOBL_03050	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
HANCKOBL_03051	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
HANCKOBL_03052	CDS	654	ompW		COG3047	Outer membrane protein W
HANCKOBL_03053	CDS	744				hypothetical protein
HANCKOBL_03054	CDS	540	yciB		COG2917	putative intracellular septation protein A
HANCKOBL_03055	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
HANCKOBL_03056	CDS	717	tonB		COG0810	Protein TonB
HANCKOBL_03057	CDS	297	yciI		COG2350	Protein YciI
HANCKOBL_03058	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
HANCKOBL_03059	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
HANCKOBL_03060	CDS	330				hypothetical protein
HANCKOBL_03061	CDS	1005	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HANCKOBL_03062	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
HANCKOBL_03063	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
HANCKOBL_03064	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
HANCKOBL_03065	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
HANCKOBL_03066	CDS	162				hypothetical protein
HANCKOBL_03067	CDS	156				hypothetical protein
HANCKOBL_03068	CDS	648				hypothetical protein
HANCKOBL_03069	CDS	2676	adhE_2		COG1012	Aldehyde-alcohol dehydrogenase
HANCKOBL_03070	CDS	219			COG3385	IS4 family transposase IS4
HANCKOBL_03071	CDS	990				hypothetical protein
HANCKOBL_03072	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
HANCKOBL_03073	CDS	414	hns_2		COG2916	DNA-binding protein H-NS
HANCKOBL_03074	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
HANCKOBL_03075	CDS	1014	rssB		COG0784	Regulator of RpoS
HANCKOBL_03076	CDS	945			COG1752	putative NTE family protein
HANCKOBL_03077	CDS	459				hypothetical protein
HANCKOBL_03078	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
HANCKOBL_03079	tRNA	85				tRNA-Tyr(gta)
HANCKOBL_03080	CDS	1092				hypothetical protein
HANCKOBL_03081	CDS	1125				hypothetical protein
HANCKOBL_03082	CDS	603				hypothetical protein
HANCKOBL_03083	CDS	912				hypothetical protein
HANCKOBL_03084	CDS	807				hypothetical protein
HANCKOBL_03085	CDS	1017	oleD_3	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
HANCKOBL_03086	CDS	1008	fabH_2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
HANCKOBL_03087	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
HANCKOBL_03088	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
HANCKOBL_03089	CDS	1539	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
HANCKOBL_03090	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
HANCKOBL_03091	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
HANCKOBL_03092	CDS	219				hypothetical protein
HANCKOBL_03093	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
HANCKOBL_03094	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
HANCKOBL_03095	CDS	1395				Invasin
HANCKOBL_03096	CDS	354	ychN		COG1553	Protein YchN
HANCKOBL_03097	CDS	717	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
HANCKOBL_03098	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
HANCKOBL_03099	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
HANCKOBL_03100	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
HANCKOBL_03101	CDS	810				hypothetical protein
HANCKOBL_03102	CDS	393	ychQ		COG3094	Protein YchQ
HANCKOBL_03103	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
HANCKOBL_03104	CDS	1083	prfA_2		COG0216	Peptide chain release factor RF1
HANCKOBL_03105	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
HANCKOBL_03106	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
HANCKOBL_03107	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
HANCKOBL_03108	CDS	1014	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HANCKOBL_03109	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
HANCKOBL_03110	CDS	279				hypothetical protein
HANCKOBL_03111	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
HANCKOBL_03112	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
HANCKOBL_03113	CDS	1920	dhaR_1		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
HANCKOBL_03114	CDS	1071	dhaK_1	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
HANCKOBL_03115	CDS	633	dhaL_1	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
HANCKOBL_03116	CDS	1419	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
HANCKOBL_03117	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
HANCKOBL_03118	CDS	1023				hypothetical protein
HANCKOBL_03119	CDS	981			COG0609	putative ABC transporter permease protein
HANCKOBL_03120	CDS	759			COG1120	putative ABC transporter ATP-binding protein
HANCKOBL_03121	CDS	819				hypothetical protein
HANCKOBL_03122	CDS	855	nadC_1	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
HANCKOBL_03123	CDS	1971	btuB_1			Vitamin B12 transporter BtuB
HANCKOBL_03124	CDS	255				hypothetical protein
HANCKOBL_03125	CDS	198	ycgR_1		COG5581	Flagellar brake protein YcgR
HANCKOBL_03126	CDS	453	ycgR_2		COG5581	Flagellar brake protein YcgR
HANCKOBL_03127	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
HANCKOBL_03128	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
HANCKOBL_03129	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
HANCKOBL_03130	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
HANCKOBL_03131	CDS	1299	dadA_2	1.4.99.-	COG0665	D-amino acid dehydrogenase
HANCKOBL_03132	CDS	1533				hypothetical protein
HANCKOBL_03133	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
HANCKOBL_03134	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
HANCKOBL_03135	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
HANCKOBL_03136	CDS	1269	umuC_1		COG0389	Protein UmuC
HANCKOBL_03137	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
HANCKOBL_03138	CDS	261	hlyE			Hemolysin E, chromosomal
HANCKOBL_03139	CDS	447				hypothetical protein
HANCKOBL_03140	CDS	660	ycgM		COG0179	putative protein YcgM
HANCKOBL_03141	CDS	294	ycgL		COG3100	Protein YcgL
HANCKOBL_03142	CDS	402	pliG			Inhibitor of g-type lysozyme
HANCKOBL_03143	CDS	369				hypothetical protein
HANCKOBL_03144	CDS	696	minC		COG0850	Septum site-determining protein MinC
HANCKOBL_03145	CDS	813	minD		COG2894	Septum site-determining protein MinD
HANCKOBL_03146	CDS	267	minE		COG0851	Cell division topological specificity factor
HANCKOBL_03147	CDS	312				hypothetical protein
HANCKOBL_03148	CDS	285				hypothetical protein
HANCKOBL_03149	CDS	330	ymgD			putative protein YmgD
